ride_date,num_rides,avg_duration_min,temp_f,max_temp_f,min_temp_f,wind_speed_knots,precip_in,day_of_week,month
2014-06-02,34519,14.685100476066324,69.7,79,57,9.3,0,Monday,6
2014-06-03,29501,13.369560918838911,75.7,84.9,61,7.4,0,Tuesday,6
2014-06-04,36068,13.843021977006392,69.5,84.9,62.1,6.8,0.06,Wednesday,6
2014-06-05,24619,13.550492167296264,67,81,62.1,7.9,0.4,Thursday,6
2014-06-06,37719,14.525447829122369,67.8,75.9,61,11.3,0.3,Friday,6
2014-06-07,31204,17.868468251933511,71.5,82,61,6.4,0,Saturday,6
2014-06-08,30162,18.067772362575418,76.4,84.9,63,5.5,0,Sunday,6
2014-06-09,18611,12.932912435298119,68,84.9,62.1,7.0,0.45,Monday,6
2014-06-10,33435,13.348906335676187,66.9,75.2,63,6.5,0.79,Tuesday,6
2014-06-11,30548,13.418144122910398,65.6,75,61,9.5,0.04,Wednesday,6
2014-06-12,29084,12.58344966304497,63.6,75.9,59,9.0,0.01,Thursday,6
2014-06-13,18308,12.684859988347537,65.7,75.9,59,8.4,0.14,Friday,6
2014-06-14,28417,16.756327198507922,69.6,75.9,62.1,10.1,1.43,Saturday,6
2014-06-15,28382,17.317562774528458,67.6,79,61,10.0,0,Sunday,6
2014-06-16,34932,14.268376655597542,72,81,61,5.3,0,Monday,6
2014-06-17,35097,14.096376708360639,76.7,88,64,6.7,0,Tuesday,6
2014-06-18,35531,13.559252014672635,83.2,88,70,11.2,0,Wednesday,6
2014-06-19,31724,13.661286407766989,74.8,88,68,5.4,0,Thursday,6
2014-06-20,34405,16.704327859322767,73.3,80.1,66,8.0,0,Friday,6
2014-06-21,30288,17.2301659623173,70,75.9,62.1,8.4,0,Saturday,6
2014-06-22,29417,16.582756569330659,70.1,77,64,6.4,0,Sunday,6
2014-06-23,32580,13.948640781665647,73.2,82,64,6.2,0,Monday,6
2014-06-24,35897,13.736748196228099,73.5,82,66.9,10.8,0,Tuesday,6
2014-06-25,34340,13.136113861386134,75.4,84,69.1,10.3,0,Wednesday,6
2014-06-26,34846,13.568823298704777,77.5,86,71.1,6.3,0.07,Thursday,6
2014-06-27,35823,14.686583572937312,74.5,86,68,7.5,0,Friday,6
2014-06-28,28507,16.904747371990503,75.6,87.1,68,5.4,0,Saturday,6
2014-06-29,27986,17.305518235308135,74.9,87.1,69.1,7.5,0,Sunday,6
2014-06-30,33597,13.798781637249359,75.8,84,69.1,9.0,0,Monday,6
2014-07-01,34854,13.230134752586981,79,88,69.1,10.2,0,Tuesday,7
2014-07-02,26582,12.609202342437234,81.7,91,73,10.1,0,Wednesday,7
2014-07-03,27587,13.287443965152672,78.9,91,72,6.3,0.65,Thursday,7
2014-07-04,13612,15.486074786952688,71.1,89.1,64.9,8.5,0.71,Friday,7
2014-07-05,22913,18.274830154642924,71.8,82.9,64.9,13.7,0.16,Saturday,7
2014-07-06,23822,20.219724764223553,78.2,87.1,64.9,9.5,0,Sunday,7
2014-07-07,31863,14.025829331826881,81.3,91.9,69.1,11.4,0,Monday,7
2014-07-08,32713,13.311302336481928,83.8,93,72,10.7,0.18,Tuesday,7
2014-07-09,34426,13.330690950638081,79.5,93,72,10.2,0,Wednesday,7
2014-07-10,36288,13.710673868312762,76.3,88,70,5.5,0,Thursday,7
2014-07-11,35000,14.03066,76.9,84.9,70,6.1,0,Friday,7
2014-07-12,28718,16.704610348910091,77,86,70,7.0,0,Saturday,7
2014-07-13,24869,15.259172061602797,75.3,86,71.1,10.1,0,Sunday,7
2014-07-14,25825,12.618090351726364,77.2,84.9,71.1,6.3,0.41,Monday,7
2014-07-15,22963,12.218714163364249,76.3,88,72,7.0,0.57,Tuesday,7
2014-07-16,35391,13.5540791915082,73.8,88,68,6.4,0.93,Wednesday,7
2014-07-17,38619,13.719102859559628,75,82.9,68,4.8,0,Thursday,7
2014-07-18,36105,14.457257997507275,74.6,82.9,68,6.1,0,Friday,7
2014-07-19,29291,16.61823256290328,73.1,82,68,6.0,0,Saturday,7
2014-07-20,30296,17.056757767802125,71.2,77,66.9,9.1,0,Sunday,7
2014-07-21,35670,13.678115129427153,74,84,66.9,4.4,0,Monday,7
2014-07-22,36886,13.627777476549367,78.1,87.1,66.9,7.3,0,Tuesday,7
2014-07-23,34173,13.109473365912658,80.2,89.1,72,9.9,0,Wednesday,7
2014-07-24,36693,13.742467682300894,76.8,89.1,73,7.9,0.12,Thursday,7
2014-07-25,36384,14.1577767700088,74.6,82,66.9,6.9,0,Friday,7
2014-07-26,27179,16.451384034242118,75.7,82.9,66.9,7.9,0,Saturday,7
2014-07-27,27004,16.197565792722074,77.5,88,71.1,8.5,0,Sunday,7
2014-07-28,33189,13.454911265780833,78.2,88,70,9.4,0.26,Monday,7
2014-07-29,37092,13.568479276753298,70.6,84,64.9,11.4,0,Tuesday,7
2014-07-30,37377,13.556849131819034,72.5,82.9,64.9,6.5,0,Wednesday,7
2014-07-31,35458,13.663461466147742,75.1,82.9,64.9,8.6,0,Thursday,7
2014-08-01,32654,13.526990567771179,76.7,86,70,7.3,0,Friday,8
2014-08-02,26784,16.543361086220628,71.1,86,64.9,8.7,0.34,Saturday,8
2014-08-03,25276,16.505556654533944,69.6,75.9,64.9,4.8,0.12,Sunday,8
2014-08-04,33822,13.985576942029841,75.4,84,66,5.4,0.01,Monday,8
2014-08-05,34392,13.747544002481193,79.7,89.1,71.1,4.4,0,Tuesday,8
2014-08-06,36336,13.637403676794364,76.9,89.1,71.1,7.1,0,Wednesday,8
2014-08-07,36362,13.852484736813157,75.2,84,66.9,8.1,0,Thursday,8
2014-08-08,34073,14.120054001702231,74,82.9,66,7.1,0,Friday,8
2014-08-09,31636,18.437703354827832,77.5,87.1,66,4.0,0,Saturday,8
2014-08-10,26749,17.21475319949656,78.9,87.1,70,4.8,0,Sunday,8
2014-08-11,33664,13.774130129119138,79.7,87.1,71.1,5.9,0,Monday,8
2014-08-12,26261,12.027818818780696,75.5,87.1,72,11.1,0,Tuesday,8
2014-08-13,27977,13.221852474056067,73.4,86,68,13.5,0.77,Wednesday,8
2014-08-14,35154,14.364689651248788,72,86,64,11.6,0.15,Thursday,8
2014-08-15,32480,13.884582820197046,69.6,79,63,9.2,0,Friday,8
2014-08-16,32017,18.710583440047476,71.7,79,63,7.1,0,Saturday,8
2014-08-17,27417,16.750628563786453,74.7,82.9,66,7.7,0,Sunday,8
2014-08-18,34339,14.094628556451845,72.6,82.9,64,8.8,0.01,Monday,8
2014-08-19,35367,13.925657156859971,72.5,81,64,6.9,0,Tuesday,8
2014-08-20,35532,14.048568426582612,75.4,84,64.9,6.2,0,Wednesday,8
2014-08-21,33804,13.843160572713286,75,84,69.1,6.3,0.07,Thursday,8
2014-08-22,30406,13.575098116599795,71.2,81,64,7.6,1.2,Friday,8
2014-08-23,26429,16.310513703381393,70.1,75.9,66.9,8.2,0.04,Saturday,8
2014-08-24,27493,17.628368433176931,72,80.1,64.9,6.2,0,Sunday,8
2014-08-25,32892,13.790671997243507,75.4,86,64.9,4.4,0,Monday,8
2014-08-26,34519,13.521703989107452,79,86,68,4.6,0,Tuesday,8
2014-08-27,33721,13.675883475183614,79,89.1,71.1,7.0,0,Wednesday,8
2014-08-28,33927,13.819915799608966,76.5,89.1,70,8.9,0,Thursday,8
2014-08-29,31264,14.231134318491984,70.3,80.1,64,8.0,0,Friday,8
2014-08-30,22689,17.233491265958548,71.7,79,64,6.7,0,Saturday,8
2014-08-31,18053,17.046679222289931,77.4,91.9,66.9,9.4,0,Sunday,8
2014-09-01,23575,19.545633085896075,80.3,91.9,73,5.6,0.79,Monday,9
2014-09-02,30507,13.558917079140304,84.3,93,75.9,6.8,0,Tuesday,9
2014-09-03,35535,13.646317714928939,80.2,93,73,9.6,0,Wednesday,9
2014-09-04,36496,14.082504475376295,78.5,86,71.1,6.1,0,Thursday,9
2014-09-05,34831,14.268615601045045,78.3,86,71.1,8.0,0,Friday,9
2014-09-06,25833,15.771490599878705,80.8,91,73,8.0,0,Saturday,9
2014-09-07,29721,17.488032591994433,73.1,91,66,8.2,0.21,Sunday,9
2014-09-08,34335,14.303210523760985,71,80.1,64.9,9.4,0,Monday,9
2014-09-09,34518,13.617086737354425,68.1,77,64,12.5,0,Tuesday,9
2014-09-10,37653,14.179311520109065,68.5,75,62.6,9.3,0,Wednesday,9
2014-09-11,37081,13.377529822101168,73.8,84,63,9.1,0,Thursday,9
2014-09-12,37204,15.752581263663407,70.6,84,63,9.6,0,Friday,9
2014-09-13,17293,15.207226430733051,65.1,71.1,60.8,10.5,0,Saturday,9
2014-09-14,28688,17.444886944599368,62.1,71.1,55,7.4,0.19,Sunday,9
2014-09-15,35045,14.66209397441385,63.6,73,55,6.5,0,Monday,9
2014-09-16,25633,13.024798762012511,63.9,73,55,5.6,0.01,Tuesday,9
2014-09-17,37453,13.74239802775034,65.9,73,57.9,4.3,0.41,Wednesday,9
2014-09-18,37381,15.109120052076367,67.6,75,59,4.6,0,Thursday,9
2014-09-19,34713,13.759263580406955,62.1,75,55,10.3,0,Friday,9
2014-09-20,30011,16.831377939200074,65,73.9,55,9.1,0,Saturday,9
2014-09-21,26080,16.307601610429451,70.4,77,57.9,3.5,0.21,Sunday,9
2014-09-22,33239,13.489832726616328,68.8,77,61,11.1,0,Monday,9
2014-09-23,36347,14.318372447061195,60.9,73,54,7.0,0,Tuesday,9
2014-09-24,35481,14.15637994043761,65,73,54,8.1,0,Wednesday,9
2014-09-25,16650,12.309901901901902,62.6,70,57.9,13.0,0.02,Thursday,9
2014-09-26,35116,14.915348179367426,66.4,77,57.9,7.0,0.15,Friday,9
2014-09-27,30193,18.084732112299758,72.6,82.9,60.1,3.6,0,Saturday,9
2014-09-28,29021,18.296087890378235,73.4,84,64.9,3.2,0,Sunday,9
2014-09-29,33161,15.074445382628188,72.7,84,64.9,4.1,0,Monday,9
2014-09-30,35093,15.192419665840292,69,73.9,64.4,6.2,0,Tuesday,9
2014-10-01,27942,12.342573306611314,63.3,66.2,60.8,8.4,0.04,Wednesday,10
2014-10-02,34492,14.133840697359775,63.3,68,60.1,9.1,0,Thursday,10
2014-10-03,34944,15.281557158119654,62.4,69.1,57,6.8,0,Friday,10
2014-10-04,13354,14.132470920073882,65,71.1,57,10.0,0.07,Saturday,10
2014-10-05,23456,15.738347686448387,54.2,71.1,46.9,12.2,0.98,Sunday,10
2014-10-06,31742,13.726223405372483,59.2,71.1,46.9,8.5,0,Monday,10
2014-10-07,32892,13.510334833191452,67.1,72,51.1,11.4,0,Tuesday,10
2014-10-08,33607,16.683948284583575,67.6,73,64,13.5,0.06,Wednesday,10
2014-10-09,32203,13.678046558809223,64.2,73,57.9,12.6,0.03,Thursday,10
2014-10-10,30887,14.820139540907176,60.3,69.1,54,6.5,0,Friday,10
2014-10-11,12965,14.296921198097442,56.2,62.1,51.8,6.2,0.13,Saturday,10
2014-10-12,23394,17.592083440198344,55.1,62.1,48.9,5.3,0.2,Sunday,10
2014-10-13,22752,13.443484821847163,58.8,66,48.9,4.4,0,Monday,10
2014-10-14,32614,18.747257312810451,67.6,75.9,53.1,8.5,0.03,Tuesday,10
2014-10-15,28743,13.511033990884739,71.9,78.1,64,12.9,0,Wednesday,10
2014-10-16,26754,13.593397871969302,69.8,78.1,64.9,11.0,0.72,Thursday,10
2014-10-17,34132,15.251804757998363,65.8,72,61,8.7,0.08,Friday,10
2014-10-18,24978,17.851717511410044,64.1,72,60.1,8.9,0,Saturday,10
2014-10-19,18840,14.547722929936304,54.5,70,48,14.8,0,Sunday,10
2014-10-20,27914,17.183799646533391,49.8,61,44.1,8.4,0,Monday,10
2014-10-21,31330,13.243528034897327,60,68,44.1,5.6,0,Tuesday,10
2014-10-22,9169,11.838021230959393,57,68,52,11.5,0.35,Wednesday,10
2014-10-23,13371,12.233315882631567,52.2,59,51.1,15.6,1,Thursday,10
2014-10-24,29837,13.538779591335144,54.7,62.1,51.1,11.2,0.23,Friday,10
2014-10-25,24952,16.5570815966656,58.7,68,51.1,8.3,0,Saturday,10
2014-10-26,20768,15.548127728556755,59.6,68,52,13.3,0,Sunday,10
2014-10-27,28806,14.050002892915826,57,64,51.1,11.0,0,Monday,10
2014-10-28,32956,12.994410729457455,60.4,72,51.1,6.1,0,Tuesday,10
2014-10-29,29999,12.749371645721526,64.2,72,53.1,7.1,0,Wednesday,10
2014-10-30,31133,13.208668722363196,54,72,50,8.4,0,Thursday,10
2014-10-31,27785,18.070444484434049,49.9,57.9,45,9.3,0,Friday,10
2014-11-01,6002,11.19208319449073,48.1,55,45,15.1,0.05,Saturday,11
2014-11-02,14100,16.124030732860518,44.6,48,42.1,19.4,0.17,Sunday,11
2014-11-03,26757,13.746447035666677,48.1,62.1,41,13.6,0,Monday,11
2014-11-04,31174,13.306952909475843,60.2,69.1,41,8.5,0,Tuesday,11
2014-11-05,30539,14.527718109084566,61.4,69.1,55,9.0,0,Wednesday,11
2014-11-06,12283,12.065164590626612,52.7,64,48,5.3,0.13,Thursday,11
2014-11-07,25355,12.322618812857428,49.6,59,45,12.9,0.21,Friday,11
2014-11-08,17443,14.520727512469181,42.4,52,37.9,11.0,0,Saturday,11
2014-11-09,18207,15.170109481701175,49.9,57,37.9,6.2,0,Sunday,11
2014-11-10,27655,12.945201591032363,51.8,61,42.1,3.4,0,Monday,11
2014-11-11,29358,12.823087403774098,54.9,64,42.1,5.0,0,Tuesday,11
2014-11-12,27807,12.878346579398473,58.7,66,46.9,5.6,0,Wednesday,11
2014-11-13,20652,14.00368729420879,45.7,66,39.9,5.3,0,Thursday,11
2014-11-14,21082,12.606940359864655,39.3,48,36,12.4,0.2,Friday,11
2014-11-15,14057,12.988551374167082,37.8,43,34,9.7,0.03,Saturday,11
2014-11-16,13272,13.046382107695395,39.4,44.1,34,5.4,0,Sunday,11
2014-11-17,8116,12.37136520453425,43.6,53.1,35.1,5.8,0.51,Monday,11
2014-11-18,16691,11.099698440277194,37.1,53.1,28,16.2,1,Tuesday,11
2014-11-19,16694,13.006334611237572,26.7,46,21.9,12.9,0,Wednesday,11
2014-11-20,20611,12.013123251338282,38.1,46,21.9,11.2,0,Thursday,11
2014-11-21,17806,10.811233104945899,33.1,46,28,15.8,0,Friday,11
2014-11-22,12682,13.606544709036429,34.3,43,28,8.8,0,Saturday,11
2014-11-23,15669,14.317903716467756,46.9,55,28.9,7.9,0,Sunday,11
2014-11-24,23031,12.727714095494482,57.5,64,44.1,10.6,0.61,Monday,11
2014-11-25,25580,14.14487816002085,60.1,66.9,48.9,9.7,0,Tuesday,11
2014-11-26,3675,12.755083900226762,44,53.1,33.8,9.8,0,Wednesday,11
2014-11-27,3945,11.856244190959018,36.5,51.1,34,11.3,1.07,Thursday,11
2014-11-28,8378,11.867243574440998,34.4,37.9,30.9,13.1,0.01,Friday,11
2014-11-29,8183,11.973750458267137,31.4,37,28.9,5.9,0,Saturday,11
2014-11-30,12384,14.75855135658915,46.5,53.1,28.9,7.7,0,Sunday,11
2014-12-01,18519,12.885524776355814,55.4,64,44.1,7.6,0,Monday,12
2014-12-02,15367,11.433989501312334,39.7,46,35.1,12.3,0.05,Tuesday,12
2014-12-03,13472,14.234154790182103,43.5,46.9,35.1,8.3,0.12,Wednesday,12
2014-12-04,21335,11.880248418092338,42,46.9,37.9,11.3,0.09,Thursday,12
2014-12-05,15818,12.185782020482993,38.4,46,34,9.3,0,Friday,12
2014-12-06,4047,13.022934684128161,44.9,48.9,34,4.1,0.7,Saturday,12
2014-12-07,10510,11.942905169679671,39.4,48.9,34,15.3,1.14,Sunday,12
2014-12-08,15557,11.212750958839537,29.8,34,24.8,13.7,0.03,Monday,12
2014-12-09,6713,11.398646904017083,38.7,45,25,18.1,0.45,Tuesday,12
2014-12-10,10399,11.292754110972208,38.6,45,32,14.8,2.26,Wednesday,12
2014-12-11,18141,11.962103338661963,34.2,37,30.2,14.9,0.02,Thursday,12
2014-12-12,17892,11.387605261196809,34.5,37.9,30.9,12.7,0.03,Friday,12
2014-12-13,12549,16.932308019231275,37.2,44.1,32,13.7,0,Saturday,12
2014-12-14,11941,13.483606900594596,40.4,45,35.1,11.3,0,Sunday,12
2014-12-15,19382,11.993359818388193,41.6,48.9,37,5.9,0,Monday,12
2014-12-16,16816,11.87185517760863,41.5,48.9,36,5.6,0,Tuesday,12
2014-12-17,20346,11.689852223205213,46.5,53.1,36,8.6,0.19,Wednesday,12
2014-12-18,19051,11.244470106556083,41,53.1,37.9,15.4,0.03,Thursday,12
2014-12-19,17200,11.366994186046515,36.8,43,33.1,13.5,0,Friday,12
2014-12-20,9582,11.221432547136994,31.9,37.9,30,7.8,0,Saturday,12
2014-12-21,8747,12.430042681300252,33.1,36,30,5.7,0,Sunday,12
2014-12-22,13560,12.202332841691245,37.9,43,32,7.1,0,Monday,12
2014-12-23,9422,11.695476898040049,44.1,46.4,42.8,9.9,0.17,Tuesday,12
2014-12-24,4285,11.677639050952939,44.5,54,42.8,7.8,0.08,Wednesday,12
2014-12-25,4890,18.956530334014989,52.6,63,43,12.0,0.71,Thursday,12
2014-12-26,9895,14.20262758969176,45.3,63,39.9,9.4,0.07,Friday,12
2014-12-27,10247,16.139143163852829,47.4,55,39.9,4.6,0,Saturday,12
2014-12-28,7902,13.044575213026237,48.1,55,42.1,6.8,0,Sunday,12
2014-12-29,13549,13.280457352326124,41.3,52,37.9,10.0,0.1,Monday,12
2014-12-30,12196,11.500896468787582,32.6,44.1,28.9,8.0,0,Tuesday,12
2014-12-31,9739,12.678344799260707,29.4,35.1,27,7.8,0,Wednesday,12
2015-01-01,5317,13.363444298163127,31.2,39,27,11.5,0,Thursday,1
2015-01-02,11304,12.187349610757256,38.6,42.1,27,12.6,0,Friday,1
2015-01-03,4478,10.921404644930774,35.2,42.1,30.9,8.1,0,Saturday,1
2015-01-04,7849,11.325903512124684,45.1,57,30.9,8.4,0.85,Sunday,1
2015-01-05,14506,10.630196700216,42.5,57,28.9,18.2,0.13,Monday,1
2015-01-06,8739,10.582040279208144,21.2,28.9,17.6,8.7,0,Tuesday,1
2015-01-07,9646,9.8201828046167687,21.7,25,15.1,14.8,0.05,Wednesday,1
2015-01-08,8779,9.9310153016668554,13.2,25,8.1,14.6,0,Thursday,1
2015-01-09,7930,10.610964691046657,24,33.1,8.1,13.3,0,Friday,1
2015-01-10,6109,9.9337616631199879,21.7,33.1,17.1,13.3,0.06,Saturday,1
2015-01-11,7467,10.384540868711213,24.8,37,17.1,8.5,0,Sunday,1
2015-01-12,8645,10.394794679005205,36,37.9,19,5.6,0,Monday,1
2015-01-13,12797,10.308126904743297,30.2,39,19,12.1,0.39,Tuesday,1
2015-01-14,13086,10.383807122115241,22,36,17.1,9.1,0,Wednesday,1
2015-01-15,14075,10.556677323860271,29.5,34,17.1,7.6,0,Thursday,1
2015-01-16,13843,10.422846685448718,34,42.1,25,13.0,0,Friday,1
2015-01-17,7491,10.954093801450627,22.3,42.1,17.1,11.8,0,Saturday,1
2015-01-18,1795,12.057901578458681,32.7,41,17.1,4.6,0,Sunday,1
2015-01-19,10710,11.52877840024899,39.4,43,28.9,12.3,1.98,Monday,1
2015-01-20,16129,10.797786595573196,37.2,42.1,34,9.6,0,Tuesday,1
2015-01-21,15234,10.447485886832089,30.5,39.9,25,7.0,0,Wednesday,1
2015-01-22,15864,10.675724911749873,34,39,25,5.3,0,Thursday,1
2015-01-23,15737,10.659342102476115,32.4,39,28,9.9,0,Friday,1
2015-01-24,4814,10.505058163689238,35.1,39.9,28,8.3,0.66,Saturday,1
2015-01-25,9379,12.021174965348115,37.6,42.1,32,12.8,0.07,Sunday,1
2015-01-26,4141,11.085237060291394,26.6,35.1,21.2,14.7,0,Monday,1
2015-01-27,1214,15.93785008237232,24.4,30,19.9,14.9,0.45,Tuesday,1
2015-01-28,5401,14.174285626118625,23.5,34,17.1,11.7,0.01,Wednesday,1
2015-01-29,8870,12.531798196166854,26.3,34,17.1,6.1,0,Thursday,1
2015-01-30,9015,10.857901645405802,33.9,37,21,10.8,0.07,Friday,1
2015-01-31,5188,10.446366615266003,20.4,37,12.9,21.5,0.01,Saturday,1
2015-02-01,6441,10.635820007245252,27.5,36,12.9,8.8,0,Sunday,2
2015-02-02,1459,15.347703906785471,29.6,36,19.9,11.2,0.84,Monday,2
2015-02-03,4754,12.787074042911234,19.3,33.1,14,13.4,0.26,Tuesday,2
2015-02-04,8973,11.625942642743045,30,39.9,14,5.6,0,Wednesday,2
2015-02-05,9208,10.389945337387777,33.2,41,21,12.1,0,Thursday,2
2015-02-06,8575,10.618616132167151,18.1,39.9,12,13.3,0,Friday,2
2015-02-07,6790,11.441013745704465,29,36,12,7.1,0,Saturday,2
2015-02-08,6662,11.115628439907937,33,36,26.1,8.9,0.01,Sunday,2
2015-02-09,5160,10.565529715762276,28.9,35.6,25.9,15.3,0.03,Monday,2
2015-02-10,10328,10.637577459333848,29.9,39,26.1,11.0,0.04,Tuesday,2
2015-02-11,11439,10.817006148556107,28.4,39,21.9,9.3,0,Wednesday,2
2015-02-12,11269,10.797302333836186,32.3,39.9,21.9,6.9,0,Thursday,2
2015-02-13,7642,10.384181715083313,17.6,39.9,9,18.2,0,Friday,2
2015-02-14,4614,10.430779511631263,22.9,32,9,7.1,0,Saturday,2
2015-02-15,2581,9.4976430324163754,20.5,32,10.9,19.7,0.01,Sunday,2
2015-02-16,3998,9.9301775887944,10.2,26.1,3.9,15.4,0,Monday,2
2015-02-17,4784,10.820833333333333,19.4,28,3.9,6.6,0.11,Tuesday,2
2015-02-18,9170,10.799540167211919,24.2,30.9,14,5.0,0.02,Wednesday,2
2015-02-19,7799,9.925582339616188,22,30.9,15.1,14.9,0,Thursday,2
2015-02-20,6159,10.046747307463329,10.9,27,3,18.2,0,Friday,2
2015-02-21,3157,9.8488332805405943,20.1,28.9,3,8.0,0.01,Saturday,2
2015-02-22,4274,11.950760411792228,34.1,42.1,14,3.7,0.71,Sunday,2
2015-02-23,7458,10.532466255475109,29.3,42.1,16,14.0,0.11,Monday,2
2015-02-24,7402,10.747858686841393,12.4,37.9,6.1,9.9,0,Tuesday,2
2015-02-25,10751,10.857537283353492,27.7,37.9,6.1,8.7,0,Wednesday,2
2015-02-26,9901,11.258465474867858,26.9,37.9,21,9.3,0,Thursday,2
2015-02-27,9864,10.997024533657743,23.7,32,19,7.3,0,Friday,2
2015-02-28,6318,10.824021314762057,22.1,30,15.1,7.2,0,Saturday,2
2015-03-01,2879,12.341061711242332,26.7,30,15.1,4.4,0,Sunday,3
2015-03-02,7283,11.292155247379743,32.2,37.9,24.1,9.0,0.48,Monday,3
2015-03-03,6533,12.700640338792793,28.4,37.9,24.1,9.8,0,Tuesday,3
2015-03-04,7514,11.673711294472541,38.9,46.9,24.1,8.0,0.73,Wednesday,3
2015-03-05,1637,15.43091020158827,32.9,44.1,21.2,8.6,0.46,Thursday,3
2015-03-06,5162,12.277776701536872,21,41,15.1,7.1,0.38,Friday,3
2015-03-07,5590,14.794570661896239,26.8,37.9,15.1,9.3,0,Saturday,3
2015-03-08,7898,13.692379927407783,40.2,48,35.1,8.4,0,Sunday,3
2015-03-09,14878,12.643708831832237,44.9,54,35.1,6.5,0.02,Monday,3
2015-03-10,11781,12.056681662564017,40.7,54,33.1,4.6,0.11,Tuesday,3
2015-03-11,19561,13.397417480360584,46.4,60.1,33.1,7.5,0.44,Wednesday,3
2015-03-12,17530,12.152317931165621,45.3,60.1,37,16.4,0.02,Thursday,3
2015-03-13,16145,12.06039537524517,37.1,46.9,30.9,8.4,0,Friday,3
2015-03-14,3906,12.147486772486774,43.6,51.8,37.4,7.1,0.21,Saturday,3
2015-03-15,8838,12.096647054386365,44.1,51.1,37,14.0,0.81,Sunday,3
2015-03-16,16787,11.890594904787429,40.2,51.1,36,9.3,0,Monday,3
2015-03-17,14857,11.77855107581162,47.9,54,36,10.6,0,Tuesday,3
2015-03-18,13842,11.3333887203198,33.7,37.9,28.9,19.6,0.01,Wednesday,3
2015-03-19,15446,12.821573007035264,33.5,42.1,28,10.7,0,Thursday,3
2015-03-20,8052,11.094823232323233,34.4,42.1,28.9,8.4,0,Friday,3
2015-03-21,9338,13.598843435425145,34.9,46.9,28.9,7.1,0.29,Saturday,3
2015-03-22,9676,12.476186785172937,39.9,48,28.9,13.8,0.01,Sunday,3
2015-03-23,13538,10.822777859851286,30.5,44.1,24.1,12.3,0,Monday,3
2015-03-24,16166,11.326275310322078,33.6,44.1,24.1,7.4,0,Tuesday,3
2015-03-25,14670,11.680996364462626,39.1,48,26.1,5.7,0,Wednesday,3
2015-03-26,14954,11.843317284115731,45.2,57,32,4.4,0.05,Thursday,3
2015-03-27,14107,11.57743555208998,44.9,57,37.9,7.7,0.52,Friday,3
2015-03-28,1107,12.674495633845227,37.6,46,33.1,10.7,0.28,Saturday,3
2015-03-29,9826,14.182955085148247,33.5,46,27,10.3,0,Sunday,3
2015-03-30,18075,12.113396957123095,42.2,55,27,10.8,0,Monday,3
2015-03-31,14250,12.694670175438599,42.8,55,34,9.6,0,Tuesday,3
2015-04-01,20146,13.215563883649358,39.8,51.1,34,8.5,0.14,Wednesday,4
2015-04-02,24227,20.767175052627234,49.9,63,34,8.4,0,Thursday,4
2015-04-03,14774,13.698973421776996,59.2,63,39,9.5,0,Friday,4
2015-04-04,14355,15.031241147103213,52,63,46.9,14.3,0.04,Saturday,4
2015-04-05,13799,18.106378481532481,50.1,62.1,43,11.2,0,Sunday,4
2015-04-06,23391,15.093338606016562,46.7,62.1,39,7.8,0,Monday,4
2015-04-07,16262,11.673802935268313,50.6,60.1,39,7.7,0.01,Tuesday,4
2015-04-08,17872,13.848690689346466,43,57,39.9,12.3,0.16,Wednesday,4
2015-04-09,16546,11.794970587050244,39.3,46,37,12.4,0,Thursday,4
2015-04-10,16317,12.313068170211031,43,57.2,39.2,6.9,0.25,Friday,4
2015-04-11,18643,16.437951688748239,55.3,57.2,51.1,14.7,0.24,Saturday,4
2015-04-12,19954,19.100768434065003,51.3,64.9,44.1,7.6,0,Sunday,4
2015-04-13,24925,15.158399197592777,55.6,64.9,44.1,8.0,0,Monday,4
2015-04-14,22703,12.626147792509071,59.3,64.9,46.9,7.0,0,Tuesday,4
2015-04-15,27594,16.236471696745674,59.1,70,51.1,7.4,0,Wednesday,4
2015-04-16,27180,13.467742825607067,56.5,70,46.9,7.4,0,Thursday,4
2015-04-17,24175,15.087127886935534,59.7,71.1,46.9,9.0,0.08,Friday,4
2015-04-18,28174,22.166673173848231,66,79,54,5.7,0,Saturday,4
2015-04-19,21475,18.129433449747768,57.6,79,50,8.8,0,Sunday,4
2015-04-20,11202,11.984380765339523,50.6,61,45,13.2,0,Monday,4
2015-04-21,24868,16.304881105570747,57.4,66.9,45,9.0,0.95,Tuesday,4
2015-04-22,21997,12.904648361140156,58.8,66.9,50,8.9,0.07,Wednesday,4
2015-04-23,22074,14.395430521578934,47.4,66.9,42.1,13.5,0.1,Thursday,4
2015-04-24,20981,14.68019398503408,43.4,50,39,16.1,0,Friday,4
2015-04-25,21082,18.3834479650887,46.1,60.1,39,11.8,0,Saturday,4
2015-04-26,21594,18.999813219721524,52,61,39,5.2,0,Sunday,4
2015-04-27,25501,13.12094623740245,53.8,61,45,9.9,0,Monday,4
2015-04-28,29795,14.786426134138839,57.2,72,48.9,11.5,0,Tuesday,4
2015-04-29,31532,14.744549452408137,64.2,75.9,51.1,8.8,0,Wednesday,4
2015-04-30,29252,15.552346278317149,52.4,75.9,46.9,13.1,0,Thursday,4
2015-05-01,27924,14.358900348565152,52.6,64,46.9,7.6,0,Friday,5
2015-05-02,25743,19.347873855675985,53.9,69.1,48,4.7,0,Saturday,5
2015-05-03,27694,20.460286223249327,59.5,75.9,48,6.4,0,Sunday,5
